end_date,school_cycle,start_date,Holdback students (sum).,Incoming students (sum).,School groups (sum).,Schools (sum).,Teachers (sum).,Total students (sum).,oversight_type,grade_study,geography,schooling_type
2017-06-30,2016-2017,2016-08-01,,72845.0,3651.0,1633.0,3643.0,72845.0,Public,Pre-school,Zacatecas,On-site education
2016-06-30,2015-2016,2015-08-01,,,,7.0,,1706.0,Public,High school,Zacatecas,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,7.0,,1238.0,Public,High school,Zacatecas,Remote schooling
2016-06-30,2015-2016,2015-08-01,69.0,21197.0,1257.0,178.0,1113.0,21266.0,Private,Elementary school,Yucatán,On-site education
2016-06-30,2015-2016,2015-08-01,113.0,11390.0,479.0,107.0,1336.0,11503.0,Private,Middle school,Yucatán,On-site education
2016-06-30,2015-2016,2015-08-01,525.0,14606.0,557.0,113.0,1702.0,15131.0,Private,High school,Yucatán,On-site education
2016-06-30,2015-2016,2015-08-01,4997.0,204137.0,9282.0,1219.0,8169.0,209134.0,Public,Elementary school,Yucatán,On-site education
2016-06-30,2015-2016,2015-08-01,1258.0,103357.0,3429.0,533.0,7611.0,104615.0,Public,Middle school,Yucatán,On-site education
2016-06-30,2015-2016,2015-08-01,2925.0,68535.0,2108.0,342.0,5063.0,71460.0,Public,High school,Yucatán,On-site education
2017-06-30,2016-2017,2016-08-01,57.0,21947.0,1143.0,178.0,1147.0,22004.0,Private,Elementary school,Yucatán,On-site education
2017-06-30,2016-2017,2016-08-01,108.0,11205.0,489.0,109.0,1332.0,11313.0,Private,Middle school,Yucatán,On-site education
2017-06-30,2016-2017,2016-08-01,728.0,15222.0,563.0,112.0,1643.0,15950.0,Private,High school,Yucatán,On-site education
2017-06-30,2016-2017,2016-08-01,5204.0,200560.0,8142.0,1218.0,8157.0,205764.0,Public,Elementary school,Yucatán,On-site education
2017-06-30,2016-2017,2016-08-01,1276.0,102296.0,3448.0,529.0,7715.0,103572.0,Public,Middle school,Yucatán,On-site education
2017-06-30,2016-2017,2016-08-01,2852.0,71691.0,2345.0,331.0,4690.0,74543.0,Public,High school,Yucatán,On-site education
2016-06-30,2015-2016,2015-08-01,,14105.0,1018.0,292.0,951.0,14105.0,Private,Pre-school,Yucatán,On-site education
2016-06-30,2015-2016,2015-08-01,,69121.0,3358.0,940.0,2944.0,69121.0,Public,Pre-school,Yucatán,On-site education
2017-06-30,2016-2017,2016-08-01,,14593.0,956.0,289.0,953.0,14593.0,Private,Pre-school,Yucatán,On-site education
2017-06-30,2016-2017,2016-08-01,,70631.0,3069.0,929.0,3099.0,70631.0,Public,Pre-school,Yucatán,On-site education
2016-06-30,2015-2016,2015-08-01,,,,5.0,,4396.0,Public,High school,Yucatán,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,5.0,,3765.0,Public,High school,Yucatán,Remote schooling
2016-06-30,2015-2016,2015-08-01,185.0,49640.0,2831.0,402.0,2558.0,49825.0,Private,Elementary school,Veracruz de Ignacio de la Llave,On-site education
2016-06-30,2015-2016,2015-08-01,170.0,28730.0,1230.0,281.0,3424.0,28900.0,Private,Middle school,Veracruz de Ignacio de la Llave,On-site education
2016-06-30,2015-2016,2015-08-01,0.0,37.0,3.0,2.0,9.0,37.0,Private,Technical school,Veracruz de Ignacio de la Llave,On-site education
2016-06-30,2015-2016,2015-08-01,1310.0,40363.0,2354.0,396.0,5782.0,41673.0,Private,High school,Veracruz de Ignacio de la Llave,On-site education
2016-06-30,2015-2016,2015-08-01,13065.0,838895.0,58392.0,9204.0,43814.0,851960.0,Public,Elementary school,Veracruz de Ignacio de la Llave,On-site education
2016-06-30,2015-2016,2015-08-01,2189.0,410139.0,17588.0,3116.0,22411.0,412328.0,Public,Middle school,Veracruz de Ignacio de la Llave,On-site education
2016-06-30,2015-2016,2015-08-01,29.0,897.0,33.0,8.0,204.0,926.0,Public,Technical school,Veracruz de Ignacio de la Llave,On-site education
2016-06-30,2015-2016,2015-08-01,4739.0,284467.0,8677.0,1421.0,25619.0,289206.0,Public,High school,Veracruz de Ignacio de la Llave,On-site education
2017-06-30,2016-2017,2016-08-01,83.0,49172.0,2722.0,410.0,2565.0,49255.0,Private,Elementary school,Veracruz de Ignacio de la Llave,On-site education
2017-06-30,2016-2017,2016-08-01,168.0,27875.0,1258.0,298.0,3546.0,28043.0,Private,Middle school,Veracruz de Ignacio de la Llave,On-site education
2017-06-30,2016-2017,2016-08-01,0.0,44.0,3.0,2.0,11.0,44.0,Private,Technical school,Veracruz de Ignacio de la Llave,On-site education
2017-06-30,2016-2017,2016-08-01,1490.0,42066.0,2420.0,396.0,5838.0,43556.0,Private,High school,Veracruz de Ignacio de la Llave,On-site education
2017-06-30,2016-2017,2016-08-01,9901.0,820176.0,50248.0,9191.0,43370.0,830077.0,Public,Elementary school,Veracruz de Ignacio de la Llave,On-site education
2017-06-30,2016-2017,2016-08-01,2225.0,396289.0,17632.0,3130.0,22222.0,398514.0,Public,Middle school,Veracruz de Ignacio de la Llave,On-site education
2017-06-30,2016-2017,2016-08-01,30.0,858.0,35.0,8.0,205.0,888.0,Public,Technical school,Veracruz de Ignacio de la Llave,On-site education
2017-06-30,2016-2017,2016-08-01,4446.0,296725.0,8980.0,1411.0,22112.0,301171.0,Public,High school,Veracruz de Ignacio de la Llave,On-site education
2016-06-30,2015-2016,2015-08-01,,29191.0,2087.0,638.0,1950.0,29191.0,Private,Pre-school,Veracruz de Ignacio de la Llave,On-site education
2016-06-30,2015-2016,2015-08-01,,240797.0,19201.0,6932.0,14983.0,240797.0,Public,Pre-school,Veracruz de Ignacio de la Llave,On-site education
2017-06-30,2016-2017,2016-08-01,,29477.0,2028.0,675.0,1948.0,29477.0,Private,Pre-school,Veracruz de Ignacio de la Llave,On-site education
2017-06-30,2016-2017,2016-08-01,,251466.0,17789.0,7061.0,15429.0,251466.0,Public,Pre-school,Veracruz de Ignacio de la Llave,On-site education
2016-06-30,2015-2016,2015-08-01,,,,5.0,,1315.0,Public,High school,Veracruz de Ignacio de la Llave,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,23.0,,1582.0,Public,High school,Veracruz de Ignacio de la Llave,Remote schooling
2016-06-30,2015-2016,2015-08-01,12.0,14118.0,868.0,125.0,824.0,14130.0,Private,Elementary school,Tlaxcala,On-site education
2016-06-30,2015-2016,2015-08-01,39.0,4926.0,227.0,56.0,695.0,4965.0,Private,Middle school,Tlaxcala,On-site education
2016-06-30,2015-2016,2015-08-01,5.0,659.0,35.0,11.0,105.0,664.0,Private,Technical school,Tlaxcala,On-site education
2016-06-30,2015-2016,2015-08-01,67.0,5590.0,249.0,58.0,821.0,5657.0,Private,High school,Tlaxcala,On-site education
2016-06-30,2015-2016,2015-08-01,283.0,140739.0,5759.0,670.0,5336.0,141022.0,Public,Elementary school,Tlaxcala,On-site education
2016-06-30,2015-2016,2015-08-01,541.0,71814.0,2491.0,319.0,4348.0,72355.0,Public,Middle school,Tlaxcala,On-site education
2016-06-30,2015-2016,2015-08-01,989.0,46461.0,1351.0,149.0,3890.0,47450.0,Public,High school,Tlaxcala,On-site education
2017-06-30,2016-2017,2016-08-01,16.0,14557.0,838.0,132.0,830.0,14573.0,Private,Elementary school,Tlaxcala,On-site education
2017-06-30,2016-2017,2016-08-01,31.0,5167.0,250.0,64.0,752.0,5198.0,Private,Middle school,Tlaxcala,On-site education
2017-06-30,2016-2017,2016-08-01,2.0,629.0,33.0,10.0,113.0,631.0,Private,Technical school,Tlaxcala,On-site education
2017-06-30,2016-2017,2016-08-01,54.0,5897.0,267.0,62.0,905.0,5951.0,Private,High school,Tlaxcala,On-site education
2017-06-30,2016-2017,2016-08-01,207.0,139095.0,5286.0,664.0,5302.0,139302.0,Public,Elementary school,Tlaxcala,On-site education
2017-06-30,2016-2017,2016-08-01,438.0,70518.0,2462.0,318.0,4399.0,70956.0,Public,Middle school,Tlaxcala,On-site education
2017-06-30,2016-2017,2016-08-01,916.0,48086.0,1359.0,136.0,3638.0,49002.0,Public,High school,Tlaxcala,On-site education
2016-06-30,2015-2016,2015-08-01,,7593.0,505.0,176.0,497.0,7593.0,Private,Pre-school,Tlaxcala,On-site education
2016-06-30,2015-2016,2015-08-01,,43546.0,1966.0,682.0,1918.0,43546.0,Public,Pre-school,Tlaxcala,On-site education
2017-06-30,2016-2017,2016-08-01,,8257.0,531.0,179.0,529.0,8257.0,Private,Pre-school,Tlaxcala,On-site education
2017-06-30,2016-2017,2016-08-01,,44725.0,1905.0,679.0,1967.0,44725.0,Public,Pre-school,Tlaxcala,On-site education
2016-06-30,2015-2016,2015-08-01,,,,4.0,,1795.0,Public,High school,Tlaxcala,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,4.0,,1521.0,Public,High school,Tlaxcala,Remote schooling
2016-06-30,2015-2016,2015-08-01,393.0,31691.0,1755.0,304.0,1752.0,32084.0,Private,Elementary school,Tamaulipas,On-site education
2016-06-30,2015-2016,2015-08-01,121.0,14927.0,722.0,168.0,1778.0,15048.0,Private,Middle school,Tamaulipas,On-site education
2016-06-30,2015-2016,2015-08-01,32.0,1501.0,78.0,18.0,204.0,1533.0,Private,Technical school,Tamaulipas,On-site education
2016-06-30,2015-2016,2015-08-01,1143.0,35813.0,1504.0,225.0,3705.0,36956.0,Private,High school,Tamaulipas,On-site education
2016-06-30,2015-2016,2015-08-01,1712.0,354632.0,12792.0,2118.0,12825.0,356344.0,Public,Elementary school,Tamaulipas,On-site education
2016-06-30,2015-2016,2015-08-01,1391.0,163991.0,5124.0,614.0,9867.0,165382.0,Public,Middle school,Tamaulipas,On-site education
2016-06-30,2015-2016,2015-08-01,1522.0,97066.0,2620.0,246.0,9021.0,98588.0,Public,High school,Tamaulipas,On-site education
2017-06-30,2016-2017,2016-08-01,238.0,33102.0,1754.0,308.0,1754.0,33340.0,Private,Elementary school,Tamaulipas,On-site education
2017-06-30,2016-2017,2016-08-01,48.0,15085.0,733.0,170.0,1781.0,15133.0,Private,Middle school,Tamaulipas,On-site education
2017-06-30,2016-2017,2016-08-01,33.0,1094.0,68.0,14.0,115.0,1127.0,Private,Technical school,Tamaulipas,On-site education
2017-06-30,2016-2017,2016-08-01,2085.0,37738.0,1629.0,233.0,3784.0,39823.0,Private,High school,Tamaulipas,On-site education
2017-06-30,2016-2017,2016-08-01,1825.0,352022.0,12780.0,2098.0,12807.0,353847.0,Public,Elementary school,Tamaulipas,On-site education
2017-06-30,2016-2017,2016-08-01,1202.0,157595.0,5044.0,608.0,9648.0,158797.0,Public,Middle school,Tamaulipas,On-site education
2017-06-30,2016-2017,2016-08-01,4557.0,96615.0,2795.0,222.0,8354.0,101172.0,Public,High school,Tamaulipas,On-site education
2016-06-30,2015-2016,2015-08-01,,22687.0,1586.0,563.0,1567.0,22687.0,Private,Pre-school,Tamaulipas,On-site education
2016-06-30,2015-2016,2015-08-01,,97794.0,4633.0,1814.0,4598.0,97794.0,Public,Pre-school,Tamaulipas,On-site education
2017-06-30,2016-2017,2016-08-01,,23301.0,1607.0,571.0,1601.0,23301.0,Private,Pre-school,Tamaulipas,On-site education
2017-06-30,2016-2017,2016-08-01,,97387.0,4575.0,1775.0,4627.0,97387.0,Public,Pre-school,Tamaulipas,On-site education
2016-06-30,2015-2016,2015-08-01,,,,2.0,,70.0,Private,High school,Tamaulipas,Remote schooling
2016-06-30,2015-2016,2015-08-01,,,,14.0,,1640.0,Public,High school,Tamaulipas,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,15.0,,1841.0,Public,High school,Tamaulipas,Remote schooling
2016-06-30,2015-2016,2015-08-01,77.0,17270.0,778.0,104.0,778.0,17347.0,Private,Elementary school,Tabasco,On-site education
2016-06-30,2015-2016,2015-08-01,85.0,8029.0,357.0,73.0,926.0,8114.0,Private,Middle school,Tabasco,On-site education
2016-06-30,2015-2016,2015-08-01,605.0,8019.0,408.0,64.0,1215.0,8624.0,Private,High school,Tabasco,On-site education
2016-06-30,2015-2016,2015-08-01,3132.0,275932.0,9547.0,2001.0,9575.0,279064.0,Public,Elementary school,Tabasco,On-site education
2016-06-30,2015-2016,2015-08-01,887.0,127524.0,4471.0,691.0,6591.0,128411.0,Public,Middle school,Tabasco,On-site education
2016-06-30,2015-2016,2015-08-01,2392.0,97267.0,2732.0,302.0,6787.0,99659.0,Public,High school,Tabasco,On-site education
2017-06-30,2016-2017,2016-08-01,22.0,16969.0,811.0,110.0,790.0,16991.0,Private,Elementary school,Tabasco,On-site education
2017-06-30,2016-2017,2016-08-01,18.0,7989.0,369.0,79.0,923.0,8007.0,Private,Middle school,Tabasco,On-site education
2017-06-30,2016-2017,2016-08-01,659.0,7838.0,394.0,72.0,1315.0,8497.0,Private,High school,Tabasco,On-site education
2017-06-30,2016-2017,2016-08-01,3314.0,274880.0,9655.0,2004.0,9646.0,278194.0,Public,Elementary school,Tabasco,On-site education
2017-06-30,2016-2017,2016-08-01,677.0,126866.0,4516.0,697.0,6683.0,127543.0,Public,Middle school,Tabasco,On-site education
2017-06-30,2016-2017,2016-08-01,2477.0,101011.0,2848.0,290.0,6112.0,103488.0,Public,High school,Tabasco,On-site education
2016-06-30,2015-2016,2015-08-01,,8142.0,404.0,133.0,404.0,8142.0,Private,Pre-school,Tabasco,On-site education
2016-06-30,2015-2016,2015-08-01,,114808.0,4606.0,1944.0,4615.0,114808.0,Public,Pre-school,Tabasco,On-site education
2017-06-30,2016-2017,2016-08-01,,7737.0,402.0,133.0,402.0,7737.0,Private,Pre-school,Tabasco,On-site education
2017-06-30,2016-2017,2016-08-01,,118232.0,4665.0,1946.0,4657.0,118232.0,Public,Pre-school,Tabasco,On-site education
2016-06-30,2015-2016,2015-08-01,,,,8.0,,3431.0,Public,High school,Tabasco,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,8.0,,3170.0,Public,High school,Tabasco,Remote schooling
2016-06-30,2015-2016,2015-08-01,40.0,34583.0,1732.0,211.0,1575.0,34623.0,Private,Elementary school,Sonora,On-site education
2016-06-30,2015-2016,2015-08-01,23.0,17767.0,726.0,133.0,1704.0,17790.0,Private,Middle school,Sonora,On-site education
2016-06-30,2015-2016,2015-08-01,0.0,205.0,12.0,4.0,21.0,205.0,Private,Technical school,Sonora,On-site education
2016-06-30,2015-2016,2015-08-01,1521.0,15839.0,708.0,141.0,2025.0,17360.0,Private,High school,Sonora,On-site education
2016-06-30,2015-2016,2015-08-01,1297.0,283717.0,12140.0,1674.0,10997.0,285014.0,Public,Elementary school,Sonora,On-site education
2016-06-30,2015-2016,2015-08-01,1328.0,148267.0,5138.0,615.0,7738.0,149595.0,Public,Middle school,Sonora,On-site education
2016-06-30,2015-2016,2015-08-01,3388.0,96318.0,2688.0,231.0,7892.0,99706.0,Public,High school,Sonora,On-site education
2017-06-30,2016-2017,2016-08-01,47.0,35720.0,1767.0,218.0,1610.0,35767.0,Private,Elementary school,Sonora,On-site education
2017-06-30,2016-2017,2016-08-01,31.0,17050.0,712.0,136.0,1693.0,17081.0,Private,Middle school,Sonora,On-site education
2017-06-30,2016-2017,2016-08-01,0.0,171.0,9.0,4.0,19.0,171.0,Private,Technical school,Sonora,On-site education
2017-06-30,2016-2017,2016-08-01,1134.0,18437.0,757.0,144.0,2012.0,19571.0,Private,High school,Sonora,On-site education
2017-06-30,2016-2017,2016-08-01,1030.0,280895.0,11547.0,1658.0,10866.0,281925.0,Public,Elementary school,Sonora,On-site education
2017-06-30,2016-2017,2016-08-01,1138.0,133669.0,4968.0,606.0,7510.0,134807.0,Public,Middle school,Sonora,On-site education
2017-06-30,2016-2017,2016-08-01,5053.0,103921.0,3064.0,237.0,8860.0,108974.0,Public,High school,Sonora,On-site education
2016-06-30,2015-2016,2015-08-01,,15179.0,1008.0,294.0,956.0,15179.0,Private,Pre-school,Sonora,On-site education
2016-06-30,2015-2016,2015-08-01,,80777.0,3891.0,1330.0,3687.0,80777.0,Public,Pre-school,Sonora,On-site education
2017-06-30,2016-2017,2016-08-01,,16849.0,1036.0,307.0,965.0,16849.0,Private,Pre-school,Sonora,On-site education
2017-06-30,2016-2017,2016-08-01,,81903.0,3801.0,1286.0,3646.0,81903.0,Public,Pre-school,Sonora,On-site education
2016-06-30,2015-2016,2015-08-01,,,,13.0,,10093.0,Public,High school,Sonora,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,18.0,,9720.0,Public,High school,Sonora,Remote schooling
2016-06-30,2015-2016,2015-08-01,49.0,32085.0,1458.0,168.0,1460.0,32134.0,Private,Elementary school,Sinaloa,On-site education
2016-06-30,2015-2016,2015-08-01,34.0,14606.0,564.0,113.0,1490.0,14640.0,Private,Middle school,Sinaloa,On-site education
2016-06-30,2015-2016,2015-08-01,58.0,544.0,41.0,18.0,144.0,602.0,Private,Technical school,Sinaloa,On-site education
2016-06-30,2015-2016,2015-08-01,516.0,12792.0,534.0,112.0,1596.0,13308.0,Private,High school,Sinaloa,On-site education
2016-06-30,2015-2016,2015-08-01,3083.0,297274.0,11254.0,2433.0,11264.0,300357.0,Public,Elementary school,Sinaloa,On-site education
2016-06-30,2015-2016,2015-08-01,1094.0,144900.0,5281.0,833.0,11547.0,145994.0,Public,Middle school,Sinaloa,On-site education
2016-06-30,2015-2016,2015-08-01,6.0,142.0,36.0,2.0,136.0,148.0,Public,Technical school,Sinaloa,On-site education
2016-06-30,2015-2016,2015-08-01,5028.0,117747.0,3503.0,451.0,8893.0,122775.0,Public,High school,Sinaloa,On-site education
2017-06-30,2016-2017,2016-08-01,40.0,33390.0,1521.0,171.0,1521.0,33430.0,Private,Elementary school,Sinaloa,On-site education
2017-06-30,2016-2017,2016-08-01,68.0,15100.0,596.0,116.0,1532.0,15168.0,Private,Middle school,Sinaloa,On-site education
2017-06-30,2016-2017,2016-08-01,19.0,656.0,46.0,14.0,151.0,675.0,Private,Technical school,Sinaloa,On-site education
2017-06-30,2016-2017,2016-08-01,1014.0,12411.0,555.0,112.0,1625.0,13425.0,Private,High school,Sinaloa,On-site education
2017-06-30,2016-2017,2016-08-01,1675.0,293548.0,11154.0,2416.0,11151.0,295223.0,Public,Elementary school,Sinaloa,On-site education
2017-06-30,2016-2017,2016-08-01,1293.0,146778.0,5316.0,859.0,11792.0,148071.0,Public,Middle school,Sinaloa,On-site education
2017-06-30,2016-2017,2016-08-01,0.0,143.0,34.0,2.0,116.0,143.0,Public,Technical school,Sinaloa,On-site education
2017-06-30,2016-2017,2016-08-01,4342.0,114095.0,3866.0,431.0,9296.0,118437.0,Public,High school,Sinaloa,On-site education
2016-06-30,2015-2016,2015-08-01,,13049.0,684.0,194.0,684.0,13049.0,Private,Pre-school,Sinaloa,On-site education
2016-06-30,2015-2016,2015-08-01,,95351.0,4860.0,2160.0,4845.0,95351.0,Public,Pre-school,Sinaloa,On-site education
2017-06-30,2016-2017,2016-08-01,,13496.0,707.0,194.0,706.0,13496.0,Private,Pre-school,Sinaloa,On-site education
2017-06-30,2016-2017,2016-08-01,,95136.0,4854.0,2164.0,4969.0,95136.0,Public,Pre-school,Sinaloa,On-site education
2016-06-30,2015-2016,2015-08-01,,,,9.0,,6198.0,Public,High school,Sinaloa,Remote schooling
2017-06-30,2016-2017,2016-08-01,,,,11.0,,5823.0,Public,High school,Sinaloa,Remote schooling
2016-06-30,2015-2016,2015-08-01,49.0,27093.0,1282.0,197.0,1270.0,27142.0,Private,Elementary school,San Luis Potosí,On-site education
2016-06-30,2015-2016,2015-08-01,30.0,13718.0,592.0,126.0,1503.0,13748.0,Private,Middle school,San Luis Potosí,On-site education
2016-06-30,2015-2016,2015-08-01,0.0,141.0,12.0,5.0,46.0,141.0,Private,Technical school,San Luis Potosí,On-site education
2016-06-30,2015-2016,2015-08-01,838.0,38023.0,1308.0,314.0,3920.0,38861.0,Private,High school,San Luis Potosí,On-site education
2016-06-30,2015-2016,2015-08-01,3597.0,296846.0,13249.0,3102.0,13303.0,300443.0,Public,Elementary school,San Luis Potosí,On-site education
2016-06-30,2015-2016,2015-08-01,754.0,158493.0,7237.0,1568.0,9934.0,159247.0,Public,Middle school,San Luis Potosí,On-site education
2016-06-30,2015-2016,2015-08-01,2145.0,66747.0,1730.0,192.0,4110.0,68892.0,Public,High school,San Luis Potosí,On-site education
2017-06-30,2016-2017,2016-08-01,55.0,27529.0,1276.0,197.0,1263.0,27584.0,Private,Elementary school,San Luis Potosí,On-site education
2017-06-30,2016-2017,2016-08-01,54.0,13772.0,599.0,124.0,1491.0,13826.0,Private,Middle school,San Luis Potosí,On-site education
2017-06-30,2016-2017,2016-08-01,0.0,104.0,9.0,4.0,29.0,104.0,Private,Technical school,San Luis Potosí,On-site education
2017-06-30,2016-2017,2016-08-01,721.0,38116.0,1290.0,314.0,3869.0,38837.0,Private,High school,San Luis Potosí,On-site education
2017-06-30,2016-2017,2016-08-01,3659.0,290103.0,13356.0,3060.0,13415.0,293762.0,Public,Elementary school,San Luis Potosí,On-site education
2017-06-30,2016-2017,2016-08-01,737.0,156454.0,7340.0,1571.0,9991.0,157191.0,Public,Middle school,San Luis Potosí,On-site education
2017-06-30,2016-2017,2016-08-01,1290.0,67763.0,1826.0,176.0,4071.0,69053.0,Public,High school,San Luis Potosí,On-site education
2016-06-30,2015-2016,2015-08-01,,13038.0,766.0,302.0,763.0,13038.0,Private,Pre-school,San Luis Potosí,On-site education
2016-06-30,2015-2016,2015-08-01,,111216.0,6025.0,2770.0,5869.0,111216.0,Public,Pre-school,San Luis Potosí,On-site education
